occurrence_id,path,line,occurrence_kind,formal_type,title_or_excerpt,disposition,canonical_claim_id,current_or_historical,notes
OCC-214,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/breakthrough_axis_A_hessian_to_lower_bounds.md,25,markdown_h2,section,The decisive counterexample in the standard GCT ambient space,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-215,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/breakthrough_axis_A_hessian_to_lower_bounds.md,31,markdown_h2,section,Small computations,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-216,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/breakthrough_axis_A_hessian_to_lower_bounds.md,35,markdown_h2,section,Conclusion,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-217,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/breakthrough_axis_A_hessian_to_lower_bounds.md,39,markdown_h2,section,Direction lemma,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-218,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/final_verdict.md,3,markdown_h2,section,What survives,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-219,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/final_verdict.md,11,markdown_h2,section,What does not survive,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-220,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/final_verdict.md,19,markdown_h2,section,Research contribution,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-221,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/final_verdict.md,23,markdown_h2,section,Decisive logical diagnosis,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-222,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/literature_review.md,5,markdown_h2,section,Core VP/VNP and GCT,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-223,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/literature_review.md,13,markdown_h2,section,No-go and multiplicity results,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-224,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/literature_review.md,21,markdown_h2,section,"Orbit closures, fundamental invariants, polystability and boundaries",historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-225,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/literature_review.md,30,markdown_h2,section,Hessians and flattenings,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-226,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/literature_review.md,40,markdown_h2,section,Algebraic natural proofs and restricted lower bounds,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-227,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/literature_review.md,50,markdown_h2,section,Coverage of the mandatory search axes,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-228,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/literature_review.md,76,markdown_h2,section,Novelty verdict,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-229,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/multiplicity_obstruction_candidate.md,3,markdown_h2,section,What is established,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-230,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/multiplicity_obstruction_candidate.md,7,markdown_h2,section,Hessian-image coordinate rings,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-231,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/multiplicity_obstruction_candidate.md,15,markdown_h2,section,Candidate search protocol for `n=3`,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-232,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/multiplicity_obstruction_candidate.md,24,markdown_h2,section,Candidate partitions,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-233,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/multiplicity_obstruction_candidate.md,28,markdown_h2,section,Asymptotic relevance,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-234,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/new_conjectures_toward_VPneqVNP.md,5,markdown_h2,section,Conjecture 1 — Canonical active-space extraction,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-235,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/new_conjectures_toward_VPneqVNP.md,23,markdown_h2,section,Conjecture 2 — Transverse Hessian multiplicity gap in the marked model,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
